Message ID,Send Time,Receive Time,Status,Error
0,10818720071,10818720224,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
1,10818720404,10818720435,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
2,10818720737,10818720767,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
3,10818721070,10818721113,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
4,10818721404,10818721536,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
5,10818721737,10818721777,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
6,10818722070,10818722104,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
7,10818722403,10818722598,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
8,10818722736,10818722764,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
9,10818723069,10818723210,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
10,10818723403,10818723433,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
11,10818723736,10818723867,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
12,10818724069,10818724103,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
13,10818724402,10818724440,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
14,10818724735,10818724867,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
15,10818725068,10818725101,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
16,10818725402,10818725483,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
17,10818725735,10818725778,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
18,10818726068,10818726109,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
19,10818726401,10818726442,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
20,10818726734,10818726782,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
21,10818727067,10818727106,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
22,10818727401,10818727432,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
23,10818727734,10818727767,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
24,10818728067,10818728097,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
25,10818728400,10818728439,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
26,10818728733,10818728769,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
27,10818729066,10818729104,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
28,10818729399,10818729566,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
29,10818729733,10818729764,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
30,10818730066,10818730173,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
31,10818730399,10818730437,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
32,10818730732,10818730792,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
33,10818731065,10818731099,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
34,10818731399,10818731429,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
35,10818731732,10818731804,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
36,10818732065,10818732097,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
37,10818732398,10818732431,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
38,10818732731,10818732772,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
39,10818733064,10818733101,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
40,10818733398,10818733432,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
41,10818733731,10818733762,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
42,10818734064,10818734244,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
43,10818734397,10818734432,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
44,10818734730,10818734774,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
45,10818735063,10818735098,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
46,10818735396,10818735430,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
47,10818735730,10818735764,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
48,10818736063,10818736094,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
49,10818736396,10818736426,1,"IOTHUB_CLIENT_CONFIRMATION_OK"
